2372	23665	32767	16384	16384	0	0	0	0	0	0	0	0
2403	23665	32767	16384	16384	0	0	0	0	0	0	0	0
2437	25486	32767	16384	16384	0	0	0	0	0	0	0	0
2466	26396	32767	16384	16384	0	0	0	0	0	0	0	0
2497	23535	27306	16384	16384	0	0	0	0	0	0	0	0
2531	16384	16384	16384	16384	0	128	0	0	0	0	0	0
2562	16384	16384	16384	16384	0	128	0	0	0	0	0	0
2592	16384	16384	16384	16384	0	128	0	0	0	0	0	0
2626	16384	16384	16384	16384	0	128	0	0	0	0	0	0
2654	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2689	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2716	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2748	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2781	16384	16384	16384	16384	128	0	0	0	0	0	0	0
2812	16384	16384	16384	16384	128	0	0	0	0	0	0	0
2844	16384	16384	16384	16384	128	0	0	0	0	0	0	0
2872	16384	16384	16384	16384	128	0	0	0	0	0	0	0
2903	16384	16384	16384	16384	128	0	0	0	0	0	0	0
2939	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2966	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2997	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3032	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3062	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3093	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3126	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3153	16384	16384	12544	32767	0	0	0	0	0	0	0	0
3189	16384	16384	6528	32767	0	0	0	0	0	0	0	0
3216	16384	16384	7680	32767	0	0	0	0	0	0	0	0
3248	16384	16384	7680	32767	0	0	0	0	0	0	0	0
3281	16384	16384	7552	32767	0	0	0	0	0	0	0	0
3312	16384	16384	5120	32767	0	0	0	0	0	0	0	0
3344	16384	16384	1792	32767	0	0	0	0	0	0	0	0
3372	16384	16384	1664	32767	0	0	0	0	0	0	0	0
3403	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3439	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3466	16384	16384	16384	16384	0	0	0	0	0	0	0	0
3498	16384	30426	16384	16384	0	0	0	0	0	0	0	0
3531	16384	32767	16384	16384	0	0	0	0	0	0	0	0
3561	16384	32767	16384	6912	0	0	0	0	0	0	0	0
3592	16384	32767	16384	5120	0	0	0	0	0	0	0	0
3627	16384	32767	16384	5248	0	0	0	0	0	0	0	0
3653	16384	32767	16384	5248	0	0	0	0	0	0	0	0
3685	16384	32767	16384	5504	0	0	0	0	0	0	0	0
3716	16384	32767	16384	16384	0	0	0	0	0	0	0	0
3748	16384	32767	16384	16384	0	0	0	0	0	0	0	0
3781	16384	32767	16384	16384	0	0	0	0	0	0	0	0
3812	16384	32767	16384	16384	0	0	0	0	0	0	0	0
3845	16384	32767	16384	32767	0	0	0	0	0	0	0	0
3872	16384	21715	16384	32767	0	0	0	0	0	0	0	0
3904	16384	16384	16384	32767	0	0	0	0	0	0	0	0
3939	16384	16384	16384	32767	0	0	0	0	0	0	0	0
3966	16384	16384	16384	32767	0	0	0	0	0	0	0	0
3997	16384	16384	16384	32767	0	0	0	0	0	0	0	0
4031	16384	16384	16384	32767	0	0	0	0	0	0	0	0
4062	16384	16384	16384	32767	0	0	0	0	0	0	0	0
4092	16384	16384	16384	20935	0	0	0	0	0	0	0	0
4126	16384	16384	16384	16384	0	0	0	0	0	0	0	0
4170	16384	16384	16384	16384	0	0	0	0	0	0	0	0
4201	16384	16384	16384	16384	0	0	0	0	0	0	0	0
4232	16384	20155	16384	16384	0	0	0	0	0	0	0	0
4263	16384	26916	16384	16384	0	0	0	0	0	0	0	0
4280	16384	28216	16384	16384	0	0	0	0	0	0	0	0
4304	16384	29256	16384	16384	0	0	0	0	0	0	0	0
4336	16384	31986	16384	12032	0	0	0	0	0	0	0	0
4364	16384	32767	16384	8320	0	0	0	0	0	0	0	0
4396	16384	32767	16384	3968	0	0	0	0	0	0	0	0
4431	16384	32506	16384	1	0	0	0	0	0	0	0	0
4461	16384	29776	16384	1	0	0	0	0	0	0	0	0
4489	16384	21455	16384	1	0	0	0	0	0	0	0	0
4524	16384	16384	16384	1	0	0	0	0	0	0	0	0
4554	16384	16384	16384	1	0	0	0	0	0	0	0	0
4584	16384	16384	16384	1	0	0	0	0	0	0	0	0
4614	16384	16384	16384	1	0	0	0	0	0	0	0	0
4646	16384	11392	16384	1	0	0	0	0	0	0	0	0
4681	13824	1	16384	1	0	0	0	0	0	0	0	0
4709	9216	1	16384	2944	0	0	0	0	0	0	0	0
4741	9088	1	16384	9600	0	0	0	0	0	0	0	0
4774	9088	1	16384	16384	0	0	0	0	0	0	0	0
4804	8960	1	16384	16384	0	0	0	0	0	0	0	0
4836	8960	1	16384	16384	0	0	0	0	0	0	0	0
4864	8960	1	16384	16384	0	0	0	0	0	0	0	0
4896	7936	1	16384	16384	0	0	0	0	0	0	0	0
4932	5376	1	16384	16384	0	0	0	0	0	0	0	0
4958	16384	16384	16384	16384	0	0	0	0	0	0	0	0
4989	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5024	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5054	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5084	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5118	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5146	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5181	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5208	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5241	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5274	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5304	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5336	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5364	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5396	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5431	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5458	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5492	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5523	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5554	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5584	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5619	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5646	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5680	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5709	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5740	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5773	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5804	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5836	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5864	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5896	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5931	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5958	16384	16384	16384	16384	0	0	0	0	0	0	0	0
5991	16384	16384	16384	16384	0	0	0	0	0	0	0	0
6021	16384	16384	16384	16384	0	0	0	0	0	0	0	0
6054	16384	16384	16384	16384	0	0	0	0	0	0	0	0
6086	16384	16384	16384	16384	0	0	0	0	0	0	0	0
6114	16384	16384	16384	16384	0	0	0	0	0	0	0	0
6145	16384	16384	16384	16384	0	0	0	0	0	0	0	0
